name,rating,address,status,latitude,longitude,province,type
Penticton,6.8,"158 Eckhardt Ave E   Penticton, BC V2A 1Z3",Public,49.4927808,-119.5872213,British Columbia,Secondary
Burnaby Mountain,6.8,"8800 Eastlake Dr   Burnaby, BC V3J 7X5",Public,49.2548643,-122.9112402,British Columbia,Secondary
Valleyview,6.8,"1950 Valleyview Dr   Kamloops, BC V2C 4C2",Public,50.6759794,-120.2743654,British Columbia,Secondary
Robert Alexander McMath,6.7,"4251 Garry St   Richmond, BC V7E 2T9",Public,49.1306812,-123.178867,British Columbia,Secondary
Fraser Heights,6.7,"16060 108 Ave   Surrey, BC V4N 1M1",Public,49.1978728,-122.7770127,British Columbia,Secondary
Chatelech,6.7,"PO Box 1430   Sechelt, BC V0N 3A0",Public,49.5627453,-123.7532017,British Columbia,Secondary
College Heights,6.7,"6184 Domano Blvd   Prince George, BC V2N 3Z4",Public,53.8619352,-122.7647847,British Columbia,Secondary
Alberni District,6.7,"4000 Burde St   Port Alberni, BC V9Y 3L6",Public,49.241558,-124.79231,British Columbia,Secondary
St Margaret's,6.7,"1080 Lucas Ave   Victoria, BC V8X 3P7",Independent,48.4806356,-123.3637849,British Columbia,Secondary
Point Grey,6.6,"5350 East Blvd   Vancouver, BC V6M 3V2",Public,49.237403,-123.1529627,British Columbia,Secondary
Hugh McRoberts,6.6,"8980 Williams Rd   Richmond, BC V7A 1G6",Public,49.1400426,-123.1261108,British Columbia,Secondary
Notre Dame,6.6,"2855 Parker St   Vancouver, BC V5K 2T8",Independent,49.275897,-123.0464031,British Columbia,Secondary
L V Rogers,6.6,"1004 Cottonwood St   Nelson, BC V1L 3W2",Public,49.501367,-117.272179,British Columbia,Secondary
Abbotsford Traditional,6.6,"2272 Windsor St   Abbotsford, BC V2T 6M1",Public,49.043582,-122.353835,British Columbia,Secondary
Mount Baker,6.6,"1410 Baker St   Cranbrook, BC V1C 1B2",Public,49.5125137,-115.7608105,British Columbia,Secondary
Panorama Ridge,6.6,"13220 64 Ave   Surrey, BC V3W 1X9",Public,49.1181123,-122.8552203,British Columbia,Secondary
Robert Bateman,6.6,"35045 Exbury Ave   Abbotsford, BC V2S 7L1",Public,49.068714,-122.2546229,British Columbia,Secondary
Golden,6.6,"Box 1350   Golden, BC V0A 1H0",Public,51.3001116,-116.966529,British Columbia,Secondary
Brookswood,6.5,"20902 37A Ave   Langley, BC V3A 5N2",Public,49.0698339,-122.6438417,British Columbia,Secondary
Mount Boucherie,6.5,"2751 Cameron Rd   West Kelowna, BC V1Z 2T6",Public,49.858997,-119.582712,British Columbia,Secondary
Mount Douglas,6.4,"3970 Gordon Head Rd   Victoria, BC V8N 3X3",Public,48.470939,-123.3181891,British Columbia,Secondary
Walnut Grove,6.4,"8919 Walnut Grove Dr   Langley, BC V1M 2N7",Public,49.1658562,-122.6405274,British Columbia,Secondary
Yale,6.4,"34620 Old Yale Rd   Abbotsford, BC V2S 7S6",Public,49.0483502,-122.2657524,British Columbia,Secondary
North Surrey,6.4,"15945 96 Ave   Surrey, BC V4N 2R8",Public,49.178321,-122.7805195,British Columbia,Secondary
Nechako Valley,6.4,"ï€•2608 Bute Ave PO Box 950  Vanderhoof, BC V0J 3A0",Public,54.015948,-124.0111589,British Columbia,Secondary
J N Burnett,6.3,"5011 Granville Ave   Richmond, BC V7C 1E6",Public,49.163413,-123.16889,British Columbia,Secondary
Dover Bay,6.3,"6135 McGirr Rd   Nanaimo, BC V9V 1M1",Public,49.2356335,-124.0338455,British Columbia,Secondary
Princess Margaret,6.3,"12870 72 Ave   Surrey, BC V3W 2M9",Public,49.1334123,-122.8660208,British Columbia,Secondary
Tamanawis,6.3,"12600 66 Ave   Surrey, BC V3W 2A8",Public,49.1225351,-122.8717378,British Columbia,Secondary
Steveston-London,6.2,"6600 Williams Rd   Richmond, BC V7E 1K5",Public,49.1394021,-123.1499024,British Columbia,Secondary
Eric Hamber,6.2,"5025 Willow St   Vancouver, BC V5Z 3S1",Public,49.2398336,-123.1249865,British Columbia,Secondary
West Vancouver,6.2,"1750 Mathers Ave   West Vancouver, BC V7V 2G7",Public,49.337148,-123.161068,British Columbia,Secondary
Salmon Arm,6.2,"PO Box 1000 STN Main   Salmon Arm, BC V1E 4P2",Public,50.7019667,-119.2803042,British Columbia,Secondary
Agassiz,6.2,"PO Box 1100   Agassiz, BC V0M 1A0",Public,49.237655,-121.7637887,British Columbia,Secondary
Clayton Heights,6.2,"7003 188 St   Surrey, BC V4N 3G6",Public,49.1290883,-122.7046623,British Columbia,Secondary
Frank Hurt,6.2,"13940 77 Ave   Surrey, BC V3W 5Z4",Public,49.1422836,-122.8365442,British Columbia,Secondary
University Hill,6.1,"2896 Acadia Rd   Vancouver, BC V6T 1S2",Public,49.2616879,-123.2337984,British Columbia,Secondary
Prince Of Wales,6.1,"2250 Eddington Dr   Vancouver, BC V6L 2E7",Public,49.2454573,-123.1576526,British Columbia,Secondary
Langley Fine Arts,6.1,"9096 Trattle St   Fort Langley, BC V1M 2S6",Public,49.1674508,-122.5869727,British Columbia,Secondary
South Delta,6.1,"750 53 St   Delta, BC V4M 3B7",Public,49.0161609,-123.076321,British Columbia,Secondary
Southern Okanagan,6.1,"PO Box 990   Oliver, BC V0H 1T0",Public,49.2289124,-119.4162866,British Columbia,Secondary
Vancouver Technical,6.1,"2600 Broadway E   Vancouver, BC V5M 1Y5",Public,49.2614045,-123.0516839,British Columbia,Secondary
Thomas Haney,6.1,"23000 116 Ave   Maple Ridge, BC V2X 0T8",Public,49.212593,-122.582166,British Columbia,Secondary
Ladysmith,6.1,"710 Sixth Avenue PO Box 190  Ladysmith, BC V9G 1A2",Public,48.9939001,-123.8194387,British Columbia,Secondary
Cambie,6.1,"4151 Jacombs Rd   Richmond, BC V6V 1N7",Public,49.1835317,-123.0814441,British Columbia,Secondary
King George,6.1,"1755 Barclay St   Vancouver, BC V6G 1K6",Public,49.289913,-123.1360738,British Columbia,Secondary
Fountainview,6.1,"7615 Lytton-Lillooet Hwy PO Box 500  Lillooet, BC V0K 1V0",Independent,50.5343733,-121.7677974,British Columbia,Secondary
Magee,6,"6360 Maple St   Vancouver, BC V6M 4M2",Public,49.2290741,-123.1515288,British Columbia,Secondary
Gleneagle,6,"1195 Lansdowne Dr   Coquitlam, BC V3B 7Y8",Public,49.283868,-122.806954,British Columbia,Secondary
Claremont,6,"4980 Wesley Rd   Victoria, BC V8Y 1Y9",Public,48.5159339,-123.3751858,British Columbia,Secondary
Reynolds,6,"3963 Borden St   Victoria, BC V8P 3H9",Public,48.4683216,-123.3598227,British Columbia,Secondary
Rutland,6,"705 Rutland Rd N   Kelowna, BC V1X 3B6",Public,49.896857,-119.3836855,British Columbia,Secondary
Charles Hays,6,"201 Prince Rupert Blvd   Prince Rupert, BC V8J 4N7",Public,54.3113025,-130.3039041,British Columbia,Secondary
North Island,6,"PO Box 100   Port McNeill, BC V0N 2R0",Public,50.578845,-127.0098619,British Columbia,Secondary
Dawson Creek,6,"10701 - 10th Street   Dawson Creek, BC V1G 3V2",Public,55.754223,-120.233394,British Columbia,Secondary
Princess Margaret,5.9,"120 Green Ave W   Penticton, BC V2A 3T1",Public,49.4624736,-119.583584,British Columbia,Secondary
Howe Sound,5.9,"38430 Buckley Ave, PO Box 99   Squamish, BC V8B 0A1",Public,49.707018,-123.1518989,British Columbia,Secondary
Sullivan Heights,5.9,"6248 144 St   Surrey, BC V3X 1A1",Public,49.115953,-122.823022,British Columbia,Secondary
ASIA - Sumas Mountain,5.9,"36232 Lower Sumas Mtn Rd   Abbotsford, BC V3G 2J3",Public,49.0507178,-122.2209486,British Columbia,Secondary
Kwantlen Park,5.9,"10441 132 St   Surrey, BC V3T 3V3",Public,49.1925184,-122.8578129,British Columbia,Secondary
Caledonia,5.9,"3605 Munroe St   Terrace, BC V8G 3C4",Public,54.525592,-128.606659,British Columbia,Secondary
David Thompson,5.8,"1755 55th Ave E   Vancouver, BC V5P 1Z7",Public,49.2211722,-123.0705698,British Columbia,Secondary
Timberline,5.8,"1681 South Dogwood St   Campbell River, BC V9W 8C1",Public,49.980161,-125.246051,British Columbia,Secondary
A L Fortune,5.8,"500 Bass Ave RR 2   Enderby, BC V0E 1V2",Public,50.5586586,-119.1360762,British Columbia,Secondary
Hope,5.8,"PO Box 249   Hope, BC V0X 1L0",Public,49.3331426,-121.215742,British Columbia,Secondary
Pinetree,5.7,"3000 Pinewood Ave   Coquitlam, BC V3B 7Y7",Public,49.2898489,-122.791591,British Columbia,Secondary
Whistler,5.7,"8000 Alpine Way   Whistler, BC V0N 1B8",Public,50.150962,-122.960696,British Columbia,Secondary
Kwalikum,5.7,"PO Box 1000   Qualicum Beach, BC V9K 1T3",Public,49.3460056,-124.4414944,British Columbia,Secondary
Guildford Park,5.7,"10707 146 St   Surrey, BC V3R 1T5",Public,49.1969674,-122.8192856,British Columbia,Secondary
Peter Skene Ogden,5.7,"PO Box 910   100 Mile House, BC V0K 2E0",Public,51.6548672,-121.3337176,British Columbia,Secondary
Mount Elizabeth,5.7,"1491 Kingfisher Ave   Kitimat, BC V8C 1E9",Public,54.0618215,-128.6258208,British Columbia,Secondary
Oak Bay,5.6,"2151 Cranmore Rd   Victoria, BC V8R 1Z2",Public,48.4322058,-123.3176548,British Columbia,Secondary
Kamloops Arts,5.6,"1390 9th Avenue   Kamloops, BC V2C 3X5",Public,50.6650725,-120.3199508,British Columbia,Secondary
Lake Cowichan,5.6,"190 South Shore Road PO Box 40  Lake Cowichan, BC V0R 2G0",Public,48.8214038,-124.0562727,British Columbia,Secondary
Houston,5.6,"PO Box 1600   Houston, BC V0J 1Z0",Public,54.39837,-126.651,British Columbia,Secondary
Selkirk,5.5,"405 Halpin St   Kimberley, BC V1A 2H1",Public,49.687322,-115.979613,British Columbia,Secondary
Osoyoos,5.5,"Box 4000   Osoyoos, BC V0H 1V0",Public,49.0327386,-119.4658176,British Columbia,Secondary
Sands,5.5,"10840 82 Ave   Delta, BC V4C 2B3",Public,49.151878,-122.9227169,British Columbia,Secondary
Cariboo Hill,5.5,"8580 16th Ave   Burnaby, BC V3N 1S6",Public,49.2306582,-122.9134921,British Columbia,Secondary
Princeton,5.5,"PO Box 500   Princeton, BC V0X 1W0",Public,49.8013771,-120.2327503,British Columbia,Secondary
Port Moody,5.4,"300 Albert St   Port Moody, BC V3H 2M5",Public,49.2738482,-122.8677633,British Columbia,Secondary
Clarence Fulton,5.4,"PO Box 2301   Vernon, BC V1H 1Y1",Public,50.2494478,-119.3090192,British Columbia,Secondary
Duchess Park,5.4,"2371 Ross Cres   Prince George, BC V2M 1Y8",Public,53.9166462,-122.760633,British Columbia,Secondary
Windermere,5.4,"3155 27th Ave E   Vancouver, BC V5R 1P3",Public,49.2474729,-123.0378464,British Columbia,Secondary
Nanaimo District,5.4,"355 Wakesiah Ave   Nanaimo, BC V9R 3K5",Public,49.16078,-123.964126,British Columbia,Secondary
Queen Margaret's,5.3,"660 Brownsey Ave   Duncan, BC V9L 1C2",Independent,48.7822922,-123.7194816,British Columbia,Secondary
Pacific Christian,5.3,"654 Agnes St   Victoria, BC V8Z 2E7",Independent,48.4732036,-123.3844691,British Columbia,Secondary
Argyle,5.3,"1131 Frederick Rd   North Vancouver, BC V7K 1J3",Public,49.341195,-123.042082,British Columbia,Secondary
Stelly's,5.3,"1627 Stellys Cross Rd   Saanichton, BC V8M 1S8",Public,48.578123,-123.432481,British Columbia,Secondary
Abbotsford,5.3,"33355 Bevan Avenue   Abbotsford, BC V2S 0E7",Public,49.0435524,-122.3005743,British Columbia,Secondary
D P Todd,5.3,"4444 Hill Ave   Prince George, BC V2M 5V9",Public,53.9237114,-122.8127678,British Columbia,Secondary
Esquimalt,5.3,"847 Colville Rd   Victoria, BC V9A 4N9",Public,48.4382498,-123.3965394,British Columbia,Secondary
Samuel Robertson Tech,5.3,"10445 245 St   Maple Ridge, BC V2W 2G4",Public,49.1927602,-122.5432106,British Columbia,Secondary
Killarney,5.2,"6454 Killarney St   Vancouver, BC V5S 2X7",Public,49.2250471,-123.0447597,British Columbia,Secondary
Spectrum,5.2,"957 Burnside Rd W   Victoria, BC V8Z 6E9",Public,48.4630461,-123.4078938,British Columbia,Secondary
W L Seaton,5.2,"2701 41 Ave   Vernon, BC V1T 6X3",Public,50.272888,-119.2680841,British Columbia,Secondary
Carson Graham,5.2,"2145 Jones Ave   North Vancouver, BC V7M 2W7",Public,49.3290149,-123.0817843,British Columbia,Secondary
Chilliwack,5.2,"46363 Yale Rd   Chilliwack, BC V2P 2P8",Public,49.1767214,-121.9427295,British Columbia,Secondary
R. E. Mountain,5.1,"7755 202A St   Langley, BC V2Y 1W4",Public,49.1438684,-122.6624091,British Columbia,Secondary
Enver Creek,5.1,"14505 84 Ave   Surrey, BC V3S 8X2",Public,49.155828,-122.82025,British Columbia,Secondary
Frances Kelsey,5.1,"B279 953 Shawnigan Mill Bay Rd   Mill Bay, BC V0R 2P0",Public,48.6603092,-123.5696732,British Columbia,Secondary
Kelly Road,5.1,"4540 Handlen Rd   Prince George, BC V2K 2J8",Public,53.9967673,-122.8038701,British Columbia,Secondary
Lake City,5.1,"640 Carson Drive   Williams Lake, BC V2G 1T3",Public,52.1367029,-122.1408783,British Columbia,Secondary
Riverside,5,"2215 Reeve St   Port Coquitlam, BC V3C 6K8",Public,49.255896,-122.789216,British Columbia,Secondary
Smithers,5,"PO Box 849   Smithers, BC V0J 2N0",Public,54.4106886,-127.8679524,British Columbia,Secondary
Terry Fox,5,"1260 Riverwood Gate   Port Coquitlam, BC V3B 7Z5",Public,49.2625002,-122.7483929,British Columbia,Secondary
Sir Charles Tupper,5,"419 24th Ave E   Vancouver, BC V5V 2A2",Public,49.2492786,-123.0942099,British Columbia,Secondary
Ballenas,5,"PO Box 1570   Parksville, BC V9P 2H4",Public,49.32193,-124.338968,British Columbia,Secondary
Surrey Christian,4.9,"9115 160 St   Surrey, BC V4N 2X7",Independent,49.1687193,-122.7801909,British Columbia,Secondary
Templeton,4.9,"727 Templeton Dr   Vancouver, BC V5L 4N8",Public,49.2787221,-123.0603771,British Columbia,Secondary
Pemberton,4.9,"PO Box 40   Pemberton, BC V0N 2L0",Public,50.510851,-123.0112056,British Columbia,Secondary
D W Poppy,4.9,"23752 52 Ave   Langley, BC V2Z 2P3",Public,49.0962384,-122.5659788,British Columbia,Secondary
Aldergrove Community,4.9,"26850 29 Ave   Aldergrove, BC V4W 3C1",Public,49.055088,-122.4810603,British Columbia,Secondary
Wellington,4.9,"3135 Mexicana Rd   Nanaimo, BC V9T 2W8",Public,49.2093376,-124.0005183,British Columbia,Secondary
Lambrick Park,4.8,"4139 Torquay Dr   Victoria, BC V8N 3L1",Public,48.4791654,-123.331778,British Columbia,Secondary
Burnaby Central,4.7,"4939 Canada Way   Burnaby, BC V5G 1M1",Public,49.2454945,-122.9746489,British Columbia,Secondary
Gladstone,4.7,"4105 Gladstone St   Vancouver, BC V5N 4Z2",Public,49.2486112,-123.0616134,British Columbia,Secondary
Hugh Boyd,4.7,"9200 No. 1 Rd   Richmond, BC V7E 6L5",Public,49.1457809,-123.1784859,British Columbia,Secondary
Georges P Vanier,4.7,"4830 Headquarters Rd   Courtenay, BC V9J 1P2",Public,49.707656,-125.003503,British Columbia,Secondary
Prince Charles,4.7,"223 18th Ave. South   Creston, BC V0B 1G0",Public,49.0936417,-116.504476,British Columbia,Secondary
St Andrew's,4.6,"880 Mckenzie Ave   Victoria, BC V8X 3G5",Independent,48.4693898,-123.3741997,British Columbia,Secondary
Rick Hansen,4.6,"31150 Blueridge Dr   Abbotsford, BC V2T 5R2",Public,49.066781,-122.361558,British Columbia,Secondary
Sutherland,4.6,"1860 Sutherland Ave   North Vancouver, BC V7L 4G2",Public,49.3259414,-123.0529739,British Columbia,Secondary
Centennial,4.6,"570 Poirier St   Coquitlam, BC V3J 6A8",Public,49.2533194,-122.8475625,British Columbia,Secondary
Lakes District,4.6,"Box 3000   Burns Lake, BC V0J 1E0",Public,54.2347107,-125.7695092,British Columbia,Secondary
Nakusp,4.6,"PO Box 249   Nakusp, BC V0G 1R0",Public,50.3063162,-118.06693,British Columbia,Secondary
Burnaby South,4.4,"5455 Rumble St   Burnaby, BC V5J 2B7",Public,49.2160107,-122.9851486,British Columbia,Secondary
Garibaldi,4.4,"24789 Dewdney Trunk Rd   Maple Ridge, BC V4R 1X2",Public,49.220549,-122.5354849,British Columbia,Secondary
Mission,4.4,"32939 Seventh Ave   Mission, BC V2V 2C5",Public,49.1402284,-122.3114723,British Columbia,Secondary
Victoria High,4.2,"1260 Grant St   Victoria, BC V8T 1C2",Public,48.429526,-123.3467099,British Columbia,Secondary
Cowichan,4.1,"2652 James St   Duncan, BC V9L 2X2",Public,48.780887,-123.7011061,British Columbia,Secondary
Pleasant Valley,4.1,"2365 Pleasant Valley Rd RR 2   Armstrong, BC V0E 1B2",Public,50.4375492,-119.2089284,British Columbia,Secondary
Brooks,4.1,"5400 Marine Ave   Powell River, BC V8A 2L6",Public,49.8627342,-124.5422579,British Columbia,Secondary
A.R. MacNeill,4,"6611 No. 4 Rd   Richmond, BC V6Y 2T2",Public,49.1643304,-123.1144468,British Columbia,Secondary
L A Matheson,4,"9484 122 St   Surrey, BC V3V 4M1",Public,49.1756937,-122.8836674,British Columbia,Secondary
Burnaby North,3.9,"751 Hammarskjold Dr   Burnaby, BC V5B 4A1",Public,49.2778053,-122.9728477,British Columbia,Secondary
Parkland,3.9,"10640 McDonald Park Rd   North Saanich, BC V8L 5S7",Public,48.6704422,-123.4214602,British Columbia,Secondary
Norkam,3.9,"730 12th St   Kamloops, BC V2B 3C1",Public,50.6994851,-120.3714412,British Columbia,Secondary
Westview,3.9,"20905 Wicklund Ave   Maple Ridge, BC V2X 8E8",Public,49.224066,-122.6419033,British Columbia,Secondary
Correlieu,3.9,"850 Anderson Dr   Quesnel, BC V2J 1G4",Public,52.966759,-122.515392,British Columbia,Secondary
Regent Christian,3.8,"15100 66A Ave   Surrey, BC V3S 2A6",Independent,49.1225369,-122.8035178,British Columbia,Secondary
Similkameen,3.8,"PO Box 410   Keremeos, BC V0X 1N0",Public,49.0690576,-119.9827331,British Columbia,Secondary
Matthew McNair,3.7,"9500 No. 4 Rd   Richmond, BC V7A 2Y9",Public,49.142465,-123.1137907,British Columbia,Secondary
Prince George,3.6,"2901 Griffiths Ave   Prince George, BC V2M 2S7",Public,53.903208,-122.779709,British Columbia,Secondary
Alpha,3.6,"4600 Parker St   Burnaby, BC V5C 3E2",Public,49.275936,-122.998271,British Columbia,Secondary
Queen Elizabeth,3.6,"9457 King George Blvd   Surrey, BC V3V 5W4",Public,49.1735925,-122.847325,British Columbia,Secondary
North Peace,3.6,"9304 86 St   Fort St John, BC V1J 6L9",Public,56.2401721,-120.8228601,British Columbia,Secondary
St John Brebeuf,3.5,"2747 Townline Rd   Abbotsford, BC V2T 5E1",Independent,49.05222,-122.3603659,British Columbia,Secondary
Sa-Hali,3.3,"255 Arrowstone Dr   Kamloops, BC V2C 1P8",Public,50.6652285,-120.3451962,British Columbia,Secondary
Westsyde,3.1,"855 Bebek Rd   Kamloops, BC V2B 6P2",Public,50.767598,-120.3493023,British Columbia,Secondary
Charles Bloom,3.1,"PO Box 220   Lumby, BC V0E 2G0",Public,50.25012,-118.964531,British Columbia,Secondary
Edward Milne,3,"6218 Sooke Rd P.O. Box 1010  Sooke, BC V9Z 1J1",Public,48.3883563,-123.6963987,British Columbia,Secondary
Langley,3,"21405 56 Ave   Langley, BC V2Y 2N1",Public,49.1050059,-122.6308681,British Columbia,Secondary
Byrne Creek,2.9,"7777 18th St   Burnaby, BC V3N 5E5",Public,49.207757,-122.9504872,British Columbia,Secondary
Royal Bay,2.8,"3500 Ryder Hesjedal Way   Victoria, BC V9C 0J6",Public,48.409334,-123.491746,British Columbia,Secondary
Highroad,2.7,"46641 Chilliwack Central Rd   Chilliwack, BC V2P 1K3",Independent,49.1624619,-121.9330731,British Columbia,Secondary
John Oliver,2.7,"530 41st Ave E   Vancouver, BC V5W 1P3",Public,49.2326978,-123.0936271,British Columbia,Secondary
Cedar,2.7,"1640 Macmillan Rd   Nanaimo, BC V9X 1L9",Public,49.1142695,-123.8644969,British Columbia,Secondary
Mount Sentinel,2.6,"PO Box 99   South Slocan, BC V0G 2G0",Public,49.4464663,-117.5368222,British Columbia,Secondary
Fort Nelson,2.6,"PO Box 90   Fort Nelson, BC V0C 1R0",Public,58.838486,-122.5786919,British Columbia,Secondary
Port Hardy,2.5,"PO Box 27   Port Hardy, BC V0N 2P0",Public,50.7245631,-127.5066837,British Columbia,Secondary
Merritt,2.5,"PO Box 5100   Merritt, BC V1K 1B8",Public,50.1110816,-120.7881949,British Columbia,Secondary
Britannia,2.4,"1001 Cotton Dr   Vancouver, BC V5L 3T4",Public,49.2759954,-123.0706531,British Columbia,Secondary
Belmont,2.3,"3067 Jacklin Rd   Victoria, BC V9B 3Y7",Public,48.437757,-123.5125034,British Columbia,Secondary
Sparwood,2.1,"PO Box 67   Sparwood, BC V0B 2G0",Public,49.6738819,-114.8438034,British Columbia,Secondary
Hazelton,2,"PO Box 300   Hazelton, BC V0J 1Y0",Public,55.8070275,-128.0875206,British Columbia,Secondary
Gulf Islands,1.9,"112 Rainbow Rd   Salt Spring Island, BC V8K 2K3",Public,48.8545074,-123.5008821,British Columbia,Secondary
Chetwynd,1.9,"PO Box 447   Chetwynd, BC V0C 1J0",Public,55.69538,-121.6295029,British Columbia,Secondary
John Barsby,1.3,"550 Seventh St   Nanaimo, BC V9R 3Z2",Public,49.1475494,-123.9524699,British Columbia,Secondary
Fort St James,0.6,"PO Box 307   Fort St James, BC V0J 1P0",Public,54.464698,-124.1723879,British Columbia,Secondary
Al-Risala,10,"1224 Dundas Street E   Mississauga, ON L4Y4A2",Private,43.6046727,-79.5858035,Ontario,Elementary
Avondale Alternative,10,"171 Avondale Ave   Toronto, ON M2N2V4",Public,43.7598554,-79.4001547,Ontario,Elementary
